Oscore,Cscore,Escore,AScore,Nscore,SS,Impulsive
-0.71727,-0.65253,-0.15487,-1.6209,-0.34799,0.07987,0.52975
0.29338,-1.64101,-1.50796,0.13136,-0.46725,-0.84637,-0.21712
-0.84732,0.41594,0.00332,0.76096,-0.14882,-1.18084,-1.37983
-1.42424,-2.04506,-1.6334,1.61108,2.82196,0.07987,-0.21712
-0.45174,0.93949,-1.09207,-0.30172,-0.46725,0.07987,-0.21712
-0.71727,-1.0145,-0.57545,-0.76096,1.23461,-0.21575,1.29221
0.7233,0.93949,1.11406,0.94156,-0.58016,-0.21575,-1.37983
0.29338,-1.78169,-0.30033,-0.15487,1.37297,-0.21575,0.19268
0.29338,-2.57309,-1.92173,-1.6209,0.91093,1.2247,1.29221
-0.01928,-1.0145,-0.94779,1.11406,-0.05188,1.2247,0.19268
-1.11902,0.93949,-0.94779,-0.01729,0.22393,-1.18084,-0.71126
-0.01928,-0.14277,0.32197,-0.76096,-0.67825,0.07987,0.19268
-1.11902,-0.27607,-2.32338,2.03972,1.49158,-1.54858,-0.71126
1.06238,-0.14277,-0.30033,-0.91699,-0.34799,-0.21575,0.88113
-0.45174,-0.78155,1.2861,-1.47955,0.22393,1.2247,1.86203
0.44585,-0.65253,1.58487,-0.30172,-0.92104,0.7654,0.88113
-1.11902,0.7583,0.16767,2.23427,-0.46725,0.40148,1.29221
1.24033,0.58489,1.93886,0.13136,-1.05308,0.40148,0.52975
0.14143,0.58489,0.96248,-0.91699,0.22393,0.7654,-0.21712
-0.31776,0.12331,1.11406,0.28783,-1.05308,-0.52593,-1.37983
-0.58331,1.46191,-0.94779,2.75696,0.31287,-1.18084,-1.37983
0.58331,0.58489,0.63779,-0.01729,-1.69163,0.40148,0.88113
-0.31776,-1.38502,-1.37639,-1.92595,0.91093,0.07987,0.88113
-0.84732,1.30612,-0.80615,-1.21213,0.41667,-1.18084,0.19268
0.44585,-0.14277,-0.69509,0.13136,-0.14882,-0.52593,-0.21712
-0.97631,1.13407,2.57309,0.76096,0.62967,-1.54858,-1.37983
0.7233,-0.89891,0.80523,0.59042,-0.34799,1.2247,1.86203
0.29338,1.46191,1.2861,0.76096,-1.86962,0.40148,-0.21712
-1.27553,0.58489,0.00332,-0.76096,0.13606,-0.21575,0.52975
0.44585,1.30612,1.11406,1.2861,-0.14882,1.2247,0.19268
0.88309,-0.52745,0.00332,-2.07848,0.91093,-0.21575,0.19268
-0.17779,1.81175,0.00332,0.28783,0.04257,0.40148,0.88113
1.88511,-1.0145,1.11406,1.2861,-2.52197,-0.52593,-0.71126
0.7233,-2.04506,-1.09207,-1.21213,-1.1943,0.07987,-1.37983
1.43533,-0.65253,-0.94779,0.28783,-0.58016,0.07987,-0.21712
-1.11902,-0.00665,0.63779,-0.45321,-1.1943,-0.84637,-0.21712
0.7233,-1.92173,-1.23177,-2.35413,1.49158,0.07987,0.88113
-0.17779,1.13407,0.32197,0.94156,1.13281,-0.21575,-0.71126
0.44585,0.7583,0.63779,-0.30172,-0.34799,0.07987,-0.21712
-0.84732,-0.52745,0.00332,-0.60633,0.31287,0.07987,-0.71126
0.58331,2.04506,1.74091,0.43852,-1.05308,-0.52593,-0.21712
0.44585,0.12331,0.32197,0.76096,-0.67825,1.92173,1.29221
-0.84732,0.7583,0.80523,-0.15487,-1.1943,-0.52593,0.19268
-0.31776,0.93949,0.63779,0.43852,-0.58016,-0.52593,-0.71126
0.58331,-1.13788,0.80523,-1.07533,0.52135,1.2247,0.52975
2.15324,0.93949,3.27393,-0.60633,-0.58016,1.2247,1.86203
0.14143,-0.14277,-2.72827,-0.01729,1.02119,0.07987,0.19268
0.14143,0.12331,0.00332,0.28783,0.62967,-0.52593,-0.71126
0.44585,1.13407,-1.09207,-0.60633,0.82562,-0.21575,0.88113
2.15324,-0.00665,-0.80615,0.76096,1.98437,1.92173,1.29221
0.14143,-1.0145,1.58487,-1.6209,0.22393,0.40148,0.52975
1.43533,-1.78169,1.11406,-1.47955,0.73545,0.7654,0.88113
0.44585,0.12331,0.16767,-0.91699,0.91093,1.2247,1.29221
0.58331,1.13407,0.96248,0.94156,-0.92104,1.2247,0.52975
0.14143,-0.65253,0.16767,-0.60633,0.13606,1.92173,0.52975
-1.11902,0.93949,-0.43999,1.81866,-0.67825,-0.84637,-0.71126
0.58331,0.41594,1.58487,0.13136,-0.58016,1.92173,1.29221
0.14143,0.12331,-0.57545,-0.76096,0.82562,0.07987,1.29221
0.7233,1.13407,-0.80615,2.23427,0.22393,1.2247,0.52975
-0.01928,1.30612,1.93886,0.76096,-0.34799,-0.84637,-1.37983
0.44585,1.46191,0.32197,-0.15487,0.04257,-0.21575,-0.21712
-0.58331,-1.0145,-0.69509,-0.60633,0.82562,0.7654,-0.71126
1.06238,-0.40581,1.2861,-0.01729,0.41667,0.07987,0.52975
-0.17779,0.41594,1.11406,0.13136,-0.79151,0.07987,-0.21712
1.88511,-0.78155,3.27393,-0.01729,-0.67825,1.2247,0.52975
-0.58331,-0.14277,0.32197,-0.01729,0.82562,0.40148,1.29221
1.24033,0.25953,0.63779,0.13136,1.02119,0.40148,0.52975
-1.11902,0.41594,-0.94779,-0.76096,-0.24649,-0.21575,-1.37983
-1.27553,-1.78169,-1.50796,-0.60633,-0.05188,-0.84637,1.29221
0.58331,-0.40581,-0.94779,-1.07533,-1.55078,0.40148,0.52975
-1.68062,1.81175,-0.69509,0.13136,-1.69163,0.07987,-0.71126
-0.31776,0.93949,0.00332,-1.21213,-0.46725,0.40148,-0.71126
0.88309,0.41594,1.11406,0.28783,-0.46725,-0.21575,-2.55524
-1.68062,0.41594,0.80523,-0.60633,-0.34799,-0.21575,-0.21712
-0.58331,-3.15735,-2.5383,-2.21844,2.28554,1.2247,1.86203
1.43533,-0.52745,0.47617,1.11406,-0.92104,0.07987,0.19268
0.58331,-0.40581,-1.23177,-0.60633,0.73545,0.40148,0.52975
-0.97631,-0.27607,-0.43999,-0.30172,-0.67825,-0.21575,-0.21712
0.7233,-1.0145,-2.21069,-0.76096,1.8399,-0.52593,-0.21712
-0.84732,-1.38502,0.63779,-1.07533,0.82562,0.7654,1.29221
0.14143,0.41594,-0.15487,-0.76096,0.41667,0.07987,-0.21712
1.88511,-0.40581,1.2861,-2.5383,0.91093,0.07987,0.52975
-0.31776,-2.04506,-2.11437,-0.01729,2.28554,-1.54858,-1.37983
1.06238,-1.0145,-0.94779,0.59042,0.41667,0.7654,0.52975
-0.17779,-1.78169,0.47617,0.28783,-0.58016,0.7654,0.19268
1.06238,-1.0145,1.74091,0.28783,-0.14882,0.7654,0.88113
0.88309,-0.00665,1.11406,0.13136,-0.05188,0.07987,0.52975
-0.17779,0.12331,0.16767,-0.30172,0.62967,-0.52593,0.19268
1.24033,-1.64101,-0.94779,-0.60633,-0.14882,1.2247,0.52975
-0.84732,1.13407,0.47617,-0.76096,0.04257,0.7654,0.52975
0.14143,0.58489,-0.30033,0.43852,-1.1943,-0.84637,-1.37983
-0.31776,-0.52745,-0.69509,-0.30172,0.22393,-0.84637,-0.71126
-0.71727,-1.5184,-0.57545,-0.45321,1.49158,0.7654,1.29221
-0.45174,1.81175,-0.15487,-1.47955,0.52135,-1.54858,-0.71126
-0.45174,-0.78155,0.63779,-1.21213,0.91093,1.92173,0.88113
0.29338,0.93949,-0.15487,-0.45321,0.31287,-0.21575,-0.71126
1.43533,1.30612,1.58487,1.45039,-0.46725,-0.21575,-0.21712
0.29338,-1.38502,-0.15487,-1.6209,-0.58016,0.40148,0.19268
0.29338,0.41594,1.74091,1.11406,-1.32828,-0.21575,-0.21712
0.7233,-0.40581,-0.15487,-1.772,-0.92104,-0.21575,-0.21712
2.44904,1.30612,0.63779,0.76096,-1.1943,0.07987,-1.37983
-0.97631,-0.14277,-0.57545,0.59042,-0.67825,-2.07848,-1.37983
0.44585,-1.38502,-1.23177,-0.76096,1.8399,-1.18084,0.19268
0.14143,0.93949,0.96248,-0.01729,-0.46725,-0.21575,0.88113
0.88309,1.81175,1.93886,-0.45321,-1.05308,0.07987,-0.71126
-0.71727,-1.0145,-1.09207,0.28783,-0.14882,0.40148,-0.21712
0.7233,0.58489,-1.37639,-0.45321,2.82196,0.7654,-0.21712
-0.01928,-0.00665,0.00332,0.76096,0.62967,-0.52593,-1.37983
-0.31776,-0.00665,2.127,-0.60633,0.04257,0.07987,1.29221
1.65653,0.93949,1.2861,-0.30172,0.31287,0.07987,0.52975
1.88511,-0.40581,1.45421,-0.91699,-0.79151,0.40148,1.29221
-0.01928,-0.78155,-1.50796,-2.07848,1.49158,0.7654,0.88113
0.44585,-0.52745,0.16767,-0.30172,0.62967,0.07987,0.88113
0.88309,-1.78169,-0.69509,-0.30172,1.60383,1.92173,1.29221
0.29338,1.13407,0.80523,0.94156,-2.05048,-1.18084,-2.55524
-0.31776,-0.14277,-0.30033,-0.91699,-0.79151,0.7654,0.52975
1.65653,0.41594,2.127,1.11406,-0.46725,1.2247,0.88113
-0.01928,0.58489,0.16767,0.59042,-0.46725,-1.18084,-1.37983
0.44585,-0.65253,-1.09207,2.75696,0.22393,0.40148,-0.71126
1.06238,-0.27607,1.58487,0.43852,0.41667,1.2247,0.52975
1.06238,1.30612,0.47617,1.81866,-1.05308,1.2247,-0.21712
1.43533,0.25953,1.2861,1.2861,-1.1943,-0.21575,-0.71126
0.29338,-1.13788,-0.57545,-1.21213,1.23461,0.40148,1.29221
-0.97631,0.25953,0.63779,0.94156,-0.92104,-2.07848,-1.37983
-1.27553,-0.65253,-0.69509,0.43852,1.37297,-0.84637,-0.21712
-0.17779,-1.92173,0.16767,-0.01729,0.41667,0.7654,1.29221
0.7233,-0.27607,0.00332,0.43852,-1.1943,0.40148,0.19268
0.7233,1.30612,1.11406,-0.30172,-1.86962,0.40148,-0.21712
-0.31776,0.58489,1.11406,-1.21213,1.02119,1.2247,0.88113
-0.01928,-0.14277,-0.80615,-1.6209,-0.24649,-0.52593,-0.21712
0.44585,0.58489,1.45421,0.43852,-1.55078,-1.18084,-0.71126
-1.27553,1.81175,0.32197,1.11406,-0.14882,1.2247,0.52975
-0.17779,-0.40581,-1.50796,0.28783,1.60383,-1.54858,-0.71126
-0.31776,0.58489,0.80523,0.94156,0.41667,0.07987,-0.21712
-0.31776,-1.38502,-1.23177,-0.45321,0.52135,-0.84637,-1.37983
-0.71727,1.46191,-1.09207,-0.15487,-0.24649,-0.84637,-1.37983
-0.17779,-1.0145,-0.43999,0.59042,0.52135,0.40148,0.52975
-0.97631,0.93949,1.2861,0.43852,-1.55078,1.92173,0.19268
-1.82919,0.41594,-2.21069,0.59042,1.02119,-1.54858,-1.37983
0.29338,0.7583,1.2861,-0.01729,-1.55078,-0.84637,-0.21712
0.7233,-0.40581,-0.69509,2.03972,-0.05188,-0.21575,-0.21712
0.44585,-0.00665,1.45421,-0.60633,-1.1943,0.40148,1.29221
0.14143,-1.0145,-1.23177,-1.47955,1.8399,1.2247,0.88113
-0.58331,0.93949,0.80523,1.45039,-0.24649,-0.84637,0.19268
1.88511,-0.00665,1.58487,1.2861,0.13606,0.7654,1.29221
-0.17779,0.58489,-1.09207,-0.60633,-0.34799,-0.52593,-0.71126
-0.45174,-2.30408,-1.37639,-0.15487,1.37297,-0.21575,-0.21712
0.7233,-2.57309,-0.80615,-0.76096,0.82562,-0.21575,0.88113
0.7233,1.30612,0.47617,0.43852,-0.34799,0.40148,0.88113
-1.82919,-0.89891,-1.6334,0.43852,0.52135,-0.84637,-0.71126
-0.01928,1.13407,-0.80615,-0.91699,0.31287,1.92173,1.86203
-1.55521,-0.40581,-1.50796,0.76096,0.62967,-0.21575,0.19268
1.24033,0.12331,0.63779,0.76096,-0.58016,0.07987,0.19268
-0.45174,-0.00665,-1.09207,-1.21213,0.13606,0.7654,-0.21712
0.58331,-0.00665,0.47617,0.76096,-0.05188,1.2247,1.86203
0.14143,-0.00665,-0.43999,-0.30172,0.41667,0.40148,0.88113
0.7233,-0.89891,0.16767,-0.01729,-0.05188,-0.84637,-0.71126
-0.17779,-0.14277,0.47617,-0.60633,-0.34799,-0.84637,-0.71126
-0.31776,-1.25773,-0.69509,-0.60633,-0.92104,0.40148,0.52975
0.7233,0.58489,0.96248,0.94156,-0.46725,-1.18084,-0.71126
0.44585,-1.0145,-0.43999,0.43852,0.82562,0.40148,-0.71126
-1.68062,-0.65253,-0.30033,0.59042,0.22393,0.07987,-0.21712
-0.01928,-2.90161,-0.57545,-1.47955,1.8399,1.2247,1.86203
-0.31776,0.7583,-0.69509,-0.76096,1.02119,-0.84637,-0.71126
-0.31776,-0.78155,0.32197,0.28783,-0.67825,0.40148,0.19268
-0.01928,0.25953,-1.7625,-0.30172,-0.24649,-1.54858,-0.21712
-0.58331,-0.14277,-0.30033,-1.07533,0.73545,-1.18084,-1.37983
0.7233,1.13407,1.11406,-0.91699,-1.86962,0.07987,-0.71126
-0.01928,-0.65253,0.16767,-1.07533,1.23461,1.2247,-0.21712
-0.58331,-0.00665,0.80523,-0.60633,-0.92104,-0.84637,-1.37983
1.06238,-1.0145,0.16767,2.03972,1.13281,1.92173,1.29221
1.24033,-1.5184,-0.69509,-1.21213,0.91093,1.92173,1.29221
0.29338,-0.78155,0.63779,0.59042,-1.05308,0.40148,1.86203
-0.17779,-0.27607,-0.30033,-1.92595,-0.92104,-1.54858,0.52975
-1.11902,-0.00665,0.00332,-1.6209,0.41667,0.40148,0.19268
0.58331,-0.78155,-1.09207,0.59042,0.41667,-0.21575,0.19268
-1.27553,-0.89891,-1.6334,-0.01729,0.62967,1.2247,1.86203
-0.01928,2.04506,1.74091,0.13136,-1.32828,-0.84637,-1.37983
-0.45174,0.25953,-0.57545,0.43852,-0.14882,-1.54858,-1.37983
1.65653,0.93949,0.00332,0.59042,-0.58016,-0.52593,-1.37983
-0.58331,1.63088,1.58487,1.81866,-1.69163,-0.52593,0.52975
1.65653,0.58489,1.2861,-0.60633,-0.79151,0.40148,0.19268
-0.71727,1.13407,0.63779,1.61108,-2.05048,-1.18084,-1.37983
0.88309,-1.78169,-0.57545,0.76096,-0.34799,1.92173,1.86203
0.29338,0.93949,-0.15487,0.59042,-0.46725,-0.84637,0.19268
1.65653,-0.52745,1.74091,1.61108,-0.92104,1.2247,-0.21712
-0.01928,-0.14277,0.32197,-1.34289,0.04257,0.07987,0.52975
-0.84732,0.58489,0.47617,1.11406,0.73545,-0.21575,0.52975
0.88309,1.81175,1.11406,-0.30172,-0.46725,-0.21575,-0.71126
-1.11902,-0.78155,-0.57545,-0.91699,-0.34799,-0.52593,1.29221
-2.09015,-0.27607,-1.37639,0.59042,0.41667,-2.07848,-1.37983
-0.31776,1.13407,-0.57545,-0.60633,1.13281,-0.21575,-0.71126
0.29338,-0.78155,-1.09207,-0.60633,1.60383,0.40148,1.86203
0.44585,-1.5184,0.16767,-2.35413,-1.05308,1.92173,0.88113
1.65653,0.7583,2.127,0.76096,-2.3436,0.40148,0.88113
-0.01928,0.93949,1.45421,0.28783,-2.05048,0.07987,0.52975
-2.63199,-0.78155,-0.80615,-0.30172,-0.24649,-1.54858,0.52975
-0.97631,0.58489,1.11406,0.94156,0.91093,-1.18084,-1.37983
-3.27393,-0.89891,-1.50796,0.76096,1.49158,-1.54858,-1.37983
-1.27553,2.04506,0.80523,-0.01729,-0.14882,-1.18084,0.19268
0.29338,-0.14277,-0.69509,-0.60633,2.28554,-0.84637,-1.37983
-0.01928,0.58489,-0.69509,-0.30172,0.82562,-0.84637,-0.21712
0.14143,-0.52745,-0.15487,0.76096,-0.14882,-1.18084,0.88113
0.58331,-0.00665,0.63779,-0.30172,-0.34799,0.7654,0.88113
-0.84732,-0.14277,1.2861,0.94156,-1.05308,-0.52593,-0.21712
0.58331,-0.40581,-0.94779,-1.772,1.72012,-0.84637,0.19268
-1.82919,1.30612,1.45421,1.11406,-2.3436,-0.84637,-0.21712
0.29338,0.93949,0.16767,-0.01729,-0.79151,-2.07848,-1.37983
-0.97631,-0.52745,-1.37639,-0.30172,0.73545,0.40148,-0.71126
1.06238,-0.14277,1.45421,0.76096,-1.05308,0.07987,0.52975
1.43533,-0.65253,0.16767,1.11406,0.04257,-0.52593,0.52975
-0.17779,-1.0145,1.2861,-0.76096,0.31287,-0.52593,0.19268
-0.58331,2.04506,0.32197,-1.34289,-1.32828,0.07987,-0.71126
-0.97631,-1.5184,-1.92173,0.76096,0.41667,-0.84637,-1.37983
-0.01928,-0.27607,0.80523,2.46262,-1.43907,-0.21575,-0.21712
-0.58331,0.58489,-0.43999,-1.6209,0.52135,0.07987,-0.21712
-0.84732,-1.78169,-1.92173,0.43852,2.82196,-0.52593,0.19268
-0.17779,-0.89891,0.16767,-0.30172,0.22393,-0.52593,-0.21712
0.7233,-0.65253,0.00332,0.13136,-0.92104,0.07987,0.88113
2.15324,0.93949,1.2861,0.76096,-1.86962,0.07987,-0.71126
-1.15878064457251,-1.60470445118826,-0.835771285248361,-1.15683051779327,-0.267716775294469,0.147128553718761,-0.451726596963653
-0.156917348493475,0.177057234935997,1.05166039312769,-0.215322449328403,0.0975737930697146,0.147390348662103,0.736480482499052
0.667344173732986,-1.41973967533292,0.767748712404646,1.22388384568137,1.23461,0.476336985723191,1.86203
1.43366545365579,-1.0608399727502,0.415601572014091,-1.31105431373289,0.791276900709226,1.60717103197684,1.06664411069102
1.43533,1.00686413349525,-0.636267603164312,-0.0770144472578994,0.271074209026136,1.19026871468592,0.170396939541176
-1.05185492919204,-0.139713323298574,-0.174704117801623,-0.156189395636752,0.820866046055976,1.56508971184715,1.5704776005405
-0.763753808655726,-0.0294205722093293,-1.41769837130726,-1.44538653515531,0.978945018880888,-0.474729596747043,-1.37983
-0.280656777943765,-0.321034310301593,0.768756860484233,-0.0556880359410411,-1.64154365827967,0.07987,0.34888139095705
1.30361346150126,0.506146012063363,1.17828460602914,0.755892501514043,-0.844757344072946,-1.01301815696048,-0.645481600907784
1.33156405709944,0.522855693229376,1.20116331595035,0.795291632595492,-0.860944724118562,-1.04863039306084,-0.65943995004964
-0.759119219985954,-0.984201458624731,-1.48332265645302,-0.15487,0.707013444093171,0.07987,0.849785382977158
-0.362227977743194,-0.352167107292887,-0.554539717260195,-0.710434575388849,-0.53136980401926,0.74185229947857,0.845000192488558
0.14143,1.10971789052699,-0.834492562202834,0.142864798573417,0.41667,-0.0684580155618962,-0.428386161141621
-0.818015469657486,-0.97292061877859,-1.38173532670537,-0.222095786869556,0.491315433646338,0.152339281072326,0.801952561539772
-0.016348250809648,-0.1452017227744,-0.799470333000191,-1.61094744940713,-0.232482693060047,-0.514878704750699,-0.23833071558157
0.0927286766169075,0.405630583448233,1.11406,-0.113177957992372,0.317698269072191,0.650947384950714,0.548317926043922
-0.277801564394654,-0.161835493725201,-0.892810969736089,-1.2467199195546,0.733282950844019,-0.176990158493331,-1.37983
0.0597549124383194,0.442581640355362,-1.25458450562191,-0.15487,0.443002626460594,0.07987,0.558775529474006
0.143043427947559,0.581754834215561,0.95990255388878,-0.914531963032918,0.220898820341081,0.76176668661425,-0.21712
-0.387072192346667,-0.663595949052359,-0.80615,-1.53950703889011,-0.24649,-0.348569991941404,-0.361789320538254
-0.53028503250228,-0.585487250613353,-1.41940183294746,-0.15487,0.63323568198339,0.07987,0.76846274651899
0.0532127486120424,0.260180692016474,1.04568559371157,-0.423124894693887,0.50471457115281,1.01751986536301,-0.21712
0.12428236351427,0.521773125587898,0.978653472332195,-0.820992684672942,0.278508800418025,0.814406965577101,-0.21712
0.0687068675743269,-0.25625400370354,-0.518539809088896,-1.10506061399657,0.558113520112919,0.035313060810647,-1.37983
-0.171209370745659,-0.190880316797678,-0.777678463995187,-1.20314298249589,0.67939769969508,-0.111681889555216,-1.37983
0.487613682885737,0.411382790763453,1.01945868793292,-1.12845543530507,0.6038430513263,1.20006266141622,0.195710479102297
-0.38287491630087,-0.312335460673689,0.734866795985799,-0.46491665237308,-0.213582362519736,-0.110697751993446,0.409967978365573
-0.58331,-0.487860261293342,1.20274521921939,0.743408700116894,-2.54302741773184,0.112968824647624,0.45288510411812
0.0614427603207032,-0.209725036716755,-0.62223209869312,-1.34686654627487,0.139187084715629,-0.221643719107199,-0.801135684478158
-0.0103777274189265,0.06375513447982,0.70604508200154,0.690080879698271,-0.747158882445587,-0.0476155264685551,-0.357367272011459
1.69806152573174,-0.943749198396267,1.24698653687952,-2.297592146717,1.34151371798797,1.38317045570139,1.19875055789603
0.013569195728464,0.020981023214376,0.350599056272346,1.35247484877443,-0.145878043046118,0.40148,-0.418253309995406
